id,name,type,length_km,num_points
1073741468,Unnamed unknown,unknown,0.066,13
28163842,Unnamed unknown,unknown,94.412,888
1381324123,Unnamed unknown,unknown,6.073,82
1381324125,Unnamed unknown,unknown,0.283,5
1381324120,Unnamed unknown,unknown,1.832,33
1381324124,Unnamed unknown,unknown,2.0,38
1381324117,Unnamed unknown,unknown,1.951,43
1381324121,Unnamed unknown,unknown,1.768,54
1381324122,Unnamed unknown,unknown,0.092,3
1381324114,Unnamed unknown,unknown,1.304,38
1381324118,Unnamed unknown,unknown,1.27,45
1381324119,Unnamed unknown,unknown,0.033,6
1381324116,Unnamed unknown,unknown,0.08,9
1381324065,Unnamed unknown,unknown,1.198,28
1381324115,Unnamed unknown,unknown,1.241,14
1381324063,Unnamed unknown,unknown,3.667,112
1381324066,Unnamed unknown,unknown,0.406,20
1381324067,Unnamed unknown,unknown,0.148,3
1232377005,Unnamed unknown,unknown,0.52,5
1232377006,Unnamed unknown,unknown,0.05,5
138307638,Unnamed unknown,unknown,1.629,22
459061876,Unnamed unknown,unknown,2.848,74
813634976,Unnamed unknown,unknown,0.167,6
813634977,Unnamed unknown,unknown,0.089,5
1272721014,Unnamed unknown,unknown,1.276,16
553897152,Unnamed unknown,unknown,0.55,9
95639902,Unnamed unknown,unknown,0.79,13
1306698325,Unnamed unknown,unknown,0.099,22
1306698326,Unnamed unknown,unknown,0.01,2
1306698327,Unnamed unknown,unknown,0.05,10
1306698328,Unnamed unknown,unknown,0.008,2
1306698329,Unnamed unknown,unknown,0.002,3
850175523,Unnamed unknown,unknown,22.245,796
1017189242,Unnamed unknown,unknown,59.104,531
1130788872,Unnamed unknown,unknown,9.15,243
1180952335,Unnamed unknown,unknown,4.993,151
657856726,Unnamed unknown,unknown,0.092,9
657856725,Unnamed unknown,unknown,1.138,31
127012075,Unnamed unknown,unknown,0.718,43
127012070,Unnamed unknown,unknown,0.045,7
127012077,Unnamed unknown,unknown,0.066,7
941826278,Unnamed unknown,unknown,8.261,70
941826280,Unnamed unknown,unknown,6.787,66
941826279,Unnamed unknown,unknown,5.379,67
133591396,Unnamed unknown,unknown,0.319,11
133591400,Unnamed unknown,unknown,3.53,32
133591402,Unnamed unknown,unknown,0.303,9
1408255890,Unnamed unknown,unknown,0.149,14
1408255892,Unnamed unknown,unknown,0.112,15
1408255891,Unnamed unknown,unknown,0.306,15
1408255893,Unnamed unknown,unknown,0.049,6
133591395,Unnamed unknown,unknown,0.396,11
133591403,Unnamed unknown,unknown,0.375,10
133591397,Unnamed unknown,unknown,1.564,18
700729810,Unnamed unknown,unknown,1.55,35
