id,name,type,length_km,num_points
22658645,North River,river,0.303,7
23110069,Adyar River,river,8.141,37
23161547,Mambalam Canal,canal,2.089,30
23633592,Porur Lake,water,2.363,24
23648227,Kadaperi Lake,water,1.653,10
23648228,Irumbuliyur Lake,water,1.532,69
23648229,Chitlapakkam Lake,water,2.021,61
23648233,Tiruneermalai Eri,water,3.62,21
23649618,Reddy Kullam,water,0.189,12
23649619,Nemmili Lake,water,2.128,32
23804000,ICF Lake,water,1.443,7
23885099,Kandaswami Muthukumaraswami Koil Kulam,water,0.128,5
24270420,Kapaleeshwara Koil Kulam,water,0.642,5
24270487,Athikesvara Perumal Koil Kulam,water,0.319,5
25380261,Unnamed drain,drain,2.083,18
25391800,Ambattur Lake,water,6.17,36
25394157,Red Hills Reservoir,water,27.644,176
25394523,Sholavaram Lake,water,14.108,92
25395366,Krishna Canal,canal,23.362,179
25395844,Kosasthalaiyar River,river,16.763,46
25450397,Unnamed river,river,15.861,51
25450403,Unnamed drain,drain,1.353,8
25450412,Unnamed water,water,5.467,56
25450421,Unnamed river,river,3.732,24
25450426,Unnamed river,river,4.321,23
25450980,Unnamed canal,canal,8.16,23
25450988,Unnamed drain,drain,3.923,31
25451695,Unnamed drain,drain,2.673,11
25451750,Unnamed drain,drain,2.414,11
25453624,Chembarambakkam Lake,water,30.238,216
25454253,Unnamed stream,stream,2.284,20
25460072,Reddikuppam Canal,canal,0.468,9
25460321,Maruthur Gopalan Ramachandran Nagar Canal,canal,1.778,27
25460451,Unnamed drain,drain,1.451,16
25468747,Tinnanur Lake,water,8.356,30
25469646,Unnamed drain,drain,8.059,85
25474392,Unnamed stream,stream,0.755,3
25474535,Captain Cotton Canal,drain,2.992,15
25474612,Korattur Lake,water,8.535,76
25474749,Retteri Lake,water,5.577,32
25474766,Kodungaiyur Canal,drain,2.566,20
25474770,Link Canal,drain,0.532,3
25504265,Velachery Lake,water,3.239,28
25650075,Unnamed drain,drain,0.811,21
25724261,Adambakkam Lake,water,1.021,30
25724278,Pannachiamman Koil Tank,water,0.393,5
25725027,Madipakkam Lake,water,2.277,56
25726316,Puzhuthivakkam Lake,water,1.495,29
25850571,Unnamed wetland,wetland,4.348,6
25850690,Arani,river,32.065,103
25921389,Somangalam Lake,water,5.32,29
26072329,Unnamed drain,drain,7.454,52
26188336,Joins with Chembarampakkam Surplus,stream,9.17,97
26188360,Unnamed water,water,7.322,88
26188460,Unnamed stream,stream,0.071,2
26433707,Sembakkam lake,water,3.082,47
26776322,Unnamed drain,drain,2.099,26
26800736,Retteri Lake,water,2.314,24
26807593,Unnamed canal,canal,4.911,33
27203001,Ellaiamman Koil Kulam,water,0.309,5
27618345,Unnamed drain,drain,0.166,5
27708784,Jawahar Canal,drain,0.949,4
27708793,Vyasarpadi Canal,drain,0.713,8
27708880,Otteri Nullah,drain,10.344,101
27709103,Trustpuram Canal,canal,1.496,9
27709396,Jafferkhanpet Canal,canal,0.407,5
27709553,Raj Bhavan Canal,drain,0.07,2
27771449,Vadapalani Murugan Temple Pond,water,0.276,5
27877877,Unnamed drain,drain,1.993,15
28050360,Krishna Canal,canal,18.841,53
28120029,Unnamed drain,drain,1.002,11
28121830,Unnamed drain,drain,8.488,73
28260258,Vadakkapattu Lake,water,2.218,12
28260431,Nanmangalam Lake,water,3.062,21
28260577,Selaiyur Lake,water,2.957,18
28261148,Balaji Nagar Lake,water,2.397,23
28309481,Unnamed water,water,0.766,45
28309498,Unnamed water,water,0.529,45
28309593,Unnamed water,water,0.88,79
28309687,Tirisulam Lake,water,0.679,65
28310149,Unnamed water,water,0.528,37
28310161,Unnamed water,water,0.447,36
28342742,Unnamed drain,drain,0.994,27
28502295,Unnamed drain,drain,1.083,14
28746681,Unnamed drain,drain,1.945,34
28746682,Moat,drain,0.394,5
29047592,Marundeeshwara Temple Tank,water,0.363,5
29071936,Unnamed drain,drain,0.199,4
29071941,Unnamed drain,drain,0.201,4
29241216,Agathishwara Perumal Koil Kulam,water,0.279,5
29245371,Temple Tank (Sri Varadharaja perumal Temple),water,0.379,5
29246065,Periyathoppu Lake,water,1.723,12
29973898,Pennalur Lake,water,2.151,18
30025552,IIT Lake,water,3.12,65
30037017,Unnamed drain,drain,0.498,7
30037018,Oxidation Pond,water,0.514,5
30037019,Oxidation Pond,water,0.499,8
30078793,Kovilpadagai Lake,water,4.924,70
30118530,Unnamed water,water,1.141,10
30118691,Naattu Kaalvaai,drain,2.487,37
30128515,Chembrampakkam Surplus to Adayar,river,6.076,69
30137291,Chembarambakkam irrigation canal,canal,2.421,133
30209756,Vengambakkam Lake,water,1.978,28
30209758,Unnamed drain,drain,0.467,7
30424450,Perumbakkam Lake,water,3.854,43
30425323,Unnamed water,water,4.025,15
30606822,Velachery Lake,water,1.273,42
30609167,Kallu Kuttai Lake,water,1.555,23
30624441,Unnamed water,water,8.144,96
30625195,Alappakkam Madhuravoyal Eri,water,1.017,24
30738635,ETPS Flyash Pond,water,1.437,6
30738642,ETPS Flyash Pond,water,4.157,15
30738675,Unnamed river,river,1.386,7
30746879,Unnamed water,water,0.968,11
30777996,Kosasthalaiyar River,river,17.483,55
30778453,Padappai Lake,water,3.894,59
30799532,Unnamed water,water,3.291,38
30799589,Unnamed water,water,1.942,20
30799618,Navalur Eri,water,2.473,20
30799655,Unnamed water,water,2.148,18
30978033,Kandasamy Koil Tank,water,0.111,5
30981164,Unnamed drain,drain,1.783,22
31017955,Unnamed water,water,1.972,23
31019920,Red Hills Reservoir Overflow,drain,5.026,47
31020934,Periyathoppu Lake,water,2.77,17
31243200,Unnamed water,water,0.219,5
31252968,Unnamed water,water,10.394,39
31253726,Unnamed water,water,3.737,18
31255512,Unnamed water,water,3.788,15
31613582,Unnamed drain,drain,0.304,5
31616568,Unnamed drain,drain,0.607,2
31616569,Unnamed drain,drain,0.29,2
32017928,Palavedu Eri,water,3.956,34
32066592,Manivakkam Lake,water,3.287,26
32253705,Unnamed drain,drain,0.439,7
32253842,New Perungalathur Lake,water,1.733,17
32306856,Balasubramani Temple Tank,water,0.088,5
32685679,Unnamed drain,drain,0.056,2
32742657,Unnamed stream,stream,1.691,45
32945537,Unnamed water,water,0.673,13
32995619,Thamarai Kulam,water,0.883,13
33069045,ETPS Oxidation Pond,water,0.317,5
33071135,Thyagarajaswami Koil Tank,water,0.331,5
33630146,Temple Tank,water,0.152,5
33630325,Unnamed water,water,0.871,11
34108718,Unnamed water,water,3.097,21
34108719,Unnamed water,water,1.596,13
34108720,Unnamed water,water,1.817,13
34108721,Unnamed water,water,1.273,15
34108723,Unnamed water,water,2.135,14
34108738,Unnamed water,water,5.391,45
34108740,Unnamed water,water,1.991,16
34108741,Unnamed water,water,1.112,10
34108742,Unnamed water,water,1.426,11
34108746,Unnamed water,water,3.647,30
34108747,Unnamed water,water,1.079,8
34108748,Unnamed water,water,0.982,8
34108749,Unnamed water,water,1.245,7
34108758,Unnamed water,water,1.121,11
34108759,Unnamed water,water,2.474,17
34108760,Unnamed water,water,0.82,9
34108761,Unnamed water,water,1.682,21
34108762,Unnamed water,water,3.391,30
34108763,Unnamed water,water,2.294,36
34108764,Unnamed water,water,1.905,16
34108765,SriPerumpudur lake,water,11.939,90
34108766,Unnamed water,water,4.641,34
34108767,Unnamed water,water,5.073,36
34108768,Unnamed water,water,2.65,18
34108771,Unnamed water,water,4.528,34
34108772,Unnamed water,water,5.93,34
34108773,Unnamed water,water,2.344,17
34108774,Unnamed water,water,2.777,29
34108775,Unnamed water,water,2.467,25
34108776,Unnamed water,water,2.956,27
34108777,Unnamed water,water,1.77,11
34108778,Unnamed water,water,2.343,26
34108779,Unnamed water,water,2.632,65
34108780,Unnamed water,water,3.51,24
34483982,Unnamed water,water,2.61,19
34483988,Unnamed water,water,1.858,17
34483989,Unnamed water,water,3.179,77
34483992,Unnamed wetland,wetland,1.155,17
34483994,Unnamed wetland,wetland,1.498,27
34483995,Unnamed water,water,1.677,16
34483997,Nagaraja aeri,water,2.836,23
34483999,Unnamed water,water,2.825,26
34484000,Konimedu Lake,water,1.926,13
34484001,Unnamed water,water,1.433,11
34484002,Unnamed water,water,1.584,16
34484007,Unnamed water,water,1.721,109
34484008,Vellanur aeri,water,2.599,38
34484010,Unnamed water,water,1.372,9
34484011,Unnamed water,water,1.169,12
34618168,Ayapakkam Lake,water,2.733,33
35459575,Unnamed water,water,3.323,53
35460561,Unnamed water,water,1.106,8
35475053,Karaneeswarar Temple Tank,water,0.277,5
35475132,Prasanna Venkatesa Perumal Koil Kulam,water,0.118,5
38423094,Unnamed drain,drain,1.088,21
38424012,Irungattukottai lake,water,2.208,29
47109361,Kachaleeswara Temple Reservoir,water,0.168,5
47109373,Malligeshwarar Temple Reservoir,water,0.129,5
47415291,Kondithope Kasi Viswanathar Koil,water,0.292,5
47571166,Thiruvateeswaran Koil Kulam,water,0.183,5
47572261,Rajakilpakkam Lake,water,1.716,28
47572610,Unnamed water,water,4.831,37
47572658,Unnamed water,water,4.168,24
48057021,Gangadeeshwarar Koil Kulam,water,0.254,5
48737652,Unnamed water,water,0.326,5
48738675,Unnamed water,water,0.219,8
64398240,Unnamed water,water,0.275,6
67551369,Unnamed water,water,2.988,34
82874921,Unnamed drain,drain,0.855,28
82874933,Nesavalar Nagar Lake,water,1.503,23
82883544,Mambakkam Lake,water,2.785,18
82883553,Maambakkam Lake,water,2.551,20
82883558,Unnamed water,water,1.286,155
82883586,Unnamed water,water,4.394,28
82883601,Unnamed water,water,3.272,35
82883604,Chitrerari Lake,water,1.898,143
83075012,Unnamed water,water,4.104,149
83300092,Aquarium,water,0.116,5
84086853,Unnamed water,water,2.091,19
84086856,Unnamed water,water,1.373,18
84086873,Unnamed water,water,2.868,21
84086883,Unnamed water,water,1.943,17
84087728,Unnamed water,water,3.613,28
84087731,Koovam Eri,water,10.175,83
84087737,Unnamed water,water,1.057,12
84099104,Unnamed drain,drain,0.089,2
84099124,Madippakkam Village Pond,water,0.494,10
84106295,Unnamed wetland,wetland,14.421,145
85130862,North River,river,0.161,3
85130915,North River,river,1.803,25
85588690,Unnamed stream,stream,2.139,58
85588700,Unnamed water,water,0.191,9
85857111,Unnamed drain,drain,0.168,3
85933506,Unnamed drain,drain,0.448,12
85933507,Unnamed drain,drain,0.514,11
86251016,Sooriamman Koil pond,water,0.531,9
87098619,Otteri Lake,water,1.205,21
95639899,Unnamed water,water,2.352,23
95639903,Unnamed water,water,5.148,36
95639912,Unnamed water,water,0.857,13
95639925,Unnamed water,water,0.745,9
95639930,Thandurai aeri,water,2.905,21
95668334,Unnamed wetland,wetland,0.932,4
95668343,Unnamed wetland,wetland,1.178,13
95668360,Kolathur Lake,water,1.065,22
95772858,Alleri Tank,water,0.647,5
96944704,Unnamed water,water,9.972,111
96944715,Unnamed water,water,17.546,193
96944716,Unnamed canal,canal,2.752,26
96944720,Unnamed water,water,8.21,81
96944723,Unnamed water,water,4.532,52
96944724,Unnamed water,water,38.031,248
96963152,Unnamed water,water,1.536,22
97000438,Unnamed wetland,wetland,0.428,14
97000441,Unnamed wetland,wetland,0.524,9
97000443,Unnamed wetland,wetland,1.151,12
97000448,Unnamed wetland,wetland,0.686,14
97000452,Unnamed wetland,wetland,0.312,10
97686736,Unnamed water,water,1.639,14
98315659,Unnamed water,water,6.831,53
98315664,Unnamed water,water,2.957,47
98315669,Kadapakkam Tank,water,3.085,32
98315675,Unnamed wetland,wetland,4.853,103
98315691,Unnamed water,water,2.143,19
98357263,Unnamed water,water,1.527,16
98357289,Unnamed water,water,0.874,13
98357294,Unnamed water,water,1.371,13
98357297,Dhenupureeswarar Tank,water,0.333,5
98357315,Unnamed water,water,1.848,14
98357317,Unnamed drain,drain,0.743,17
98357329,Unnamed drain,drain,1.861,8
98357340,Unnamed water,water,1.232,34
98357345,Unnamed water,water,2.534,15
98357449,"Vengadamangalam, IRPC Lake",water,2.197,19
98357496,Unnamed drain,drain,1.43,27
98357502,Unnamed water,water,3.287,27
98357524,Perumbakkam Lake,water,1.037,16
98357538,Unnamed drain,drain,0.39,8
98357562,Unnamed water,water,3.107,25
98357568,Unnamed water,water,2.123,11
98357574,Unnamed water,water,1.593,17
98357590,Unnamed drain,drain,3.277,53
98357603,Unnamed water,water,2.292,20
98357618,Unnamed water,water,0.875,12
98357621,Unnamed water,water,1.251,11
98357632,Unnamed water,water,1.025,12
98357640,Padur Lake,water,4.564,32
98358044,Classic Farms Lake 2,water,1.428,20
98358058,Unnamed water,water,2.061,22
98358078,Unnamed water,water,0.569,12
98358098,Unnamed water,water,2.077,36
98639499,Kallu Kuttai Lake,water,0.941,12
99029636,Unnamed water,water,2.155,29
99047702,Unnamed water,water,3.12,44
99047710,Unnamed water,water,3.467,34
99047729,Unnamed water,water,1.254,21
102302989,Unnamed water,water,3.634,25
102302994,Unnamed water,water,3.939,33
102303002,ADHANOOR LAKE,water,4.214,25
102303005,Unnamed water,water,3.906,39
102303016,Unnamed water,water,2.183,18
102309331,Unnamed water,water,2.65,21
102459218,கோலடி ஏரி,water,1.963,32
102459224,Unnamed water,water,0.305,17
102459233,Ambattur Lake,water,1.094,27
102459272,Unnamed water,water,0.765,13
102545496,Unnamed wetland,wetland,0.801,10
102545500,Unnamed wetland,wetland,3.353,21
102547877,Thiruvalleswar Temple Pond,water,0.222,5
102550193,Red Hills Reservoir Overflow,drain,3.302,22
102550200,Unnamed drain,drain,0.066,3
102550208,Jawahar Canal,drain,0.798,10
102550210,Unnamed drain,drain,0.862,5
102550213,Unnamed drain,drain,0.034,2
102550225,Unnamed drain,drain,3.105,29
102550226,Virugambakkam Canal,canal,3.496,44
102550241,Jawahar Canal,drain,0.038,2
102550242,Unnamed drain,drain,0.537,9
102553762,Unnamed drain,drain,0.143,2
102553767,Unnamed drain,drain,0.039,2
102553827,Unnamed drain,drain,0.143,3
102553836,Unnamed drain,drain,0.259,2
102553851,Unnamed river,river,1.618,13
102559091,Unnamed drain,drain,1.512,38
102559098,Unnamed drain,drain,0.065,2
102565841,Unnamed wetland,wetland,3.613,13
102574446,Unnamed drain,drain,0.749,16
102574448,Unnamed water,water,1.229,20
102574450,Unnamed drain,drain,0.018,2
102574451,Unnamed drain,drain,0.563,4
102574490,Unnamed wetland,wetland,1.239,14
102574504,Unnamed drain,drain,2.475,10
102574528,Unnamed drain,drain,0.039,2
102574534,Unnamed drain,drain,1.81,6
102574536,Unnamed drain,drain,0.022,2
102574539,Unnamed drain,drain,0.712,18
102574544,Unnamed drain,drain,2.038,6
102574550,Unnamed drain,drain,1.226,14
102574558,Unnamed wetland,wetland,1.059,8
102574585,Unnamed drain,drain,1.051,7
102575796,Unnamed water,water,1.286,18
102575799,Unnamed drain,drain,0.482,4
102577046,Unnamed water,water,0.449,5
102577052,Unnamed water,water,0.175,5
102580554,Raj Bhavan Canal,drain,1.059,25
102580558,Raj Bhavan Canal,drain,0.028,2
102580561,Raj Bhavan Canal,drain,0.025,2
102580579,Raj Bhavan Canal,drain,0.087,2
102655659,Unnamed water,water,2.074,29
102655660,Unnamed ditch,ditch,0.417,13
102655672,Unnamed water,water,1.862,32
102657796,Surplus water drain,drain,4.102,105
102657803,Unnamed drain,drain,0.021,2
102658263,Unnamed drain,drain,1.28,30
102658265,Unnamed drain,drain,1.158,45
102658271,Unnamed drain,drain,1.474,45
102663578,Unnamed wetland,wetland,4.861,18
102663605,Unnamed wetland,wetland,4.702,23
102667270,Unnamed wetland,wetland,2.655,18
103716685,Unnamed drain,drain,0.927,16
103716694,drain path,canal,0.69,10
103719115,Unnamed drain,drain,0.397,12
104651362,Unnamed water,water,0.192,15
104651364,Unnamed water,water,0.31,15
104651366,Unnamed water,water,0.224,16
104651368,Unnamed water,water,0.387,20
104651370,Unnamed water,water,0.385,16
104651371,Unnamed water,water,0.361,20
104651372,Unnamed water,water,0.435,24
104651373,Unnamed water,water,0.164,10
104651376,Unnamed water,water,0.19,13
107877932,European Brown Bear,water,0.103,19
108120404,Hippopotamus,water,0.308,9
111749073,Adyar Creek,stream,2.605,41
111749099,Unnamed water,water,2.059,79
111767112,Unnamed water,water,0.121,7
112644675,Unnamed water,water,0.535,40
112869306,Unnamed water,water,0.561,23
122063612,Unnamed drain,drain,1.39,10
122063615,Unnamed water,water,0.263,6
123059891,Unnamed water,water,0.831,30
123059893,Unnamed water,water,0.247,8
123059897,Unnamed water,water,2.446,22
125180715,Unnamed water,water,1.947,5
125180718,Unnamed water,water,3.407,47
125180721,Unnamed water,water,2.893,55
125180729,Unnamed water,water,2.603,9
125234697,Unnamed water,water,0.197,5
127012059,Unnamed water,water,0.122,10
127012071,Unnamed water,water,0.087,8
127012072,Unnamed water,water,0.19,14
127464711,Virupatcheshwarer Temple Tank,water,0.142,5
127574695,Unnamed water,water,0.356,14
127574706,Unnamed water,water,0.966,47
127574708,Unnamed water,water,0.11,14
127574716,Unnamed water,water,0.093,10
131425309,Unnamed water,water,1.92,15
131425313,Unnamed water,water,3.498,75
131425321,Unnamed water,water,5.167,125
131425322,Anna Nedumchalai Lake,water,1.551,28
131961844,Thamarai Kulam,water,0.129,5
131961856,Unnamed wetland,wetland,0.56,5
132192002,Unnamed wetland,wetland,1.12,23
132192377,Vandalur Lake,water,2.449,31
132192387,Unnamed water,water,2.848,25
132192388,Unnamed water,water,2.126,28
132195429,Unnamed water,water,2.631,29
132195432,Unnamed water,water,4.538,49
132195433,Unnamed water,water,2.929,11
132462272,Unnamed wetland,wetland,3.148,31
132462273,Unnamed wetland,wetland,2.889,19
132476830,Unnamed canal,canal,52.726,240
133591388,Unnamed stream,stream,1.691,13
133591393,Unnamed stream,stream,1.074,9
133593261,Railway Pond 2,wetland,0.907,8
133593262,Railway Pond 1,wetland,2.228,10
133599488,Kortallaiyar River,river,16.711,74
133599506,Unnamed water,water,3.222,27
133600830,Unnamed water,water,1.55,14
133600831,Unnamed water,water,2.038,14
133600832,Unnamed wetland,wetland,0.642,9
136720424,Unnamed river,river,15.16,31
138294773,Unnamed wetland,wetland,1.286,7
138294774,Unnamed wetland,wetland,1.949,9
138307626,Araabath Lake,water,2.166,18
138307635,Unnamed water,water,3.514,21
138307636,Unnamed water,water,1.871,28
138307641,Nagaraja lake,wetland,4.918,37
138307644,Unnamed wetland,wetland,0.566,5
138307645,Unnamed water,water,0.458,5
138307646,Mariamman Koil Kulam,water,0.563,9
138307649,Unnamed water,water,1.256,10
138337576,Arani,river,41.646,100
138337704,Unnamed drain,drain,1.942,9
138337707,Unnamed drain,drain,0.32,2
138337711,Unnamed drain,drain,1.017,3
138337712,Unnamed water,water,5.43,32
138337719,Unnamed drain,drain,0.574,6
138337722,Unnamed water,water,17.197,79
138337742,Unnamed water,water,4.503,19
138337743,Unnamed water,water,7.274,35
138337746,Unnamed water,water,3.952,26
138337748,Unnamed water,water,4.75,27
154089347,Pallikaranai Thamarai Kulam,water,0.35,19
159017372,Ponniamman Temple Pond,water,0.224,10
164799200,கூவம்,river,10.304,39
164799202,Sathyamoorty Sagar,water,31.257,134
164799260,Unnamed river,river,28.113,58
166562080,Unnamed wetland,wetland,9.883,70
175799902,Temple Tank,water,0.414,5
177370838,Lake,water,0.832,12
178105896,Adyar River,river,0.464,2
178105900,Adyar River,river,16.94,98
178747904,Vedhapureeswarar Temple Kulam,water,0.229,5
178751060,Unnamed water,water,3.988,23
178751066,Kamakshi Amman Temple Tank,water,0.188,5
178751070,Unnamed ditch,ditch,2.998,114
178751071,Unnamed wetland,wetland,3.392,15
178751072,Unnamed wetland,wetland,1.565,15
178751073,Unnamed wetland,wetland,7.118,32
178751074,Unnamed wetland,wetland,11.557,42
178751076,Unnamed wetland,wetland,15.699,84
178752249,Unnamed water,water,0.303,5
178752254,Unnamed stream,stream,3.152,71
178752257,Unnamed stream,stream,15.914,125
178752258,Unnamed wetland,wetland,4.12,16
180145739,Unnamed wetland,wetland,1.522,12
180145741,Unnamed wetland,wetland,2.265,15
180145745,Unnamed wetland,wetland,1.029,5
180145746,Unnamed wetland,wetland,1.596,10
183942508,Unnamed water,water,0.492,24
184728907,Mangal Eri,wetland,0.454,10
197488611,Thandukarai Kulam,water,0.333,8
198549437,Unnamed water,water,0.254,5
201560881,Okkiyam Maduvu,river,2.576,25
202471872,Adyar River,river,11.923,183
202471888,Unnamed drain,drain,1.277,17
202471891,Ninjalamadu,river,22.133,184
202471903,Unnamed stream,stream,9.057,11
202471907,Unnamed river,river,19.957,339
202471914,Unnamed stream,stream,6.382,86
202505379,கூவம் ஆறு,river,62.875,469
202505417,Thiripuranthakeswarar Sivan Kovil Temple Tank,water,0.351,5
202505422,Unnamed drain,drain,0.289,6
202505423,Unnamed stream,stream,17.825,203
202505424,Unnamed drain,drain,0.909,11
202505425,Unnamed drain,drain,0.751,11
202505426,Unnamed drain,drain,0.664,11
202505427,Unnamed drain,drain,0.712,10
202505428,Unnamed stream,stream,1.325,13
202505433,Unnamed stream,stream,8.768,79
202505436,Unnamed drain,drain,0.37,4
202505439,Unnamed drain,drain,0.337,6
202506022,Unnamed drain,drain,1.087,13
202506023,Unnamed drain,drain,2.034,25
202506024,Unnamed drain,drain,1.033,14
202506025,Unnamed drain,drain,0.914,13
202506026,Unnamed drain,drain,1.78,24
203215028,Pallikkaranai Anai Tank,water,2.327,31
203215030,Pallikkaranai Eri,water,2.101,37
203215355,Unnamed water,water,1.627,25
203215356,Unnamed water,water,1.034,20
203215357,Unnamed water,water,0.241,7
208578468,Unnamed water,water,2.374,46
208578469,Unnamed water,water,2.778,55
209551269,Unnamed river,river,5.577,44
210934230,Open drain,drain,0.229,18
211119391,Unnamed water,water,0.279,23
211119392,Unnamed water,water,0.188,25
211121333,Unnamed water,water,0.146,12
211121334,Pigeon Pond,water,0.478,17
211423276,Madhava Perumal Temple Tank,water,0.118,5
211435555,Unnamed water,water,2.387,47
211638794,Unnamed water,water,1.386,78
211774108,Unnamed water,water,0.059,5
211900069,Unnamed water,water,1.186,17
211900070,Unnamed water,water,1.441,20
211900075,Unnamed water,water,0.167,5
214148762,Unnamed drain,drain,0.205,5
214162275,Mambalam Drain,drain,0.025,2
214162276,Mambalam Canal,canal,1.945,49
214599857,Unnamed water,water,0.068,5
214698656,Unnamed water,water,0.087,5
217609144,Unnamed water,water,0.089,5
217609145,Ekambeshwarar Koil Kulam,water,0.187,5
217688012,Unnamed water,water,0.243,11
217688013,Unnamed stream,stream,0.511,7
217696076,Unnamed drain,drain,2.12,29
217722050,Unnamed water,water,0.13,5
217722055,Unnamed wetland,wetland,0.926,10
217802635,Virugambakkam Canal,drain,0.299,6
217802640,Unnamed water,water,0.157,5
217845707,Unnamed water,water,0.112,5
217849594,Chennamalleshwarar Perumal Koil Kulam,water,0.106,5
217850421,Unnamed water,water,4.011,38
217902577,Unnamed wetland,wetland,0.215,5
217904438,Unnamed wetland,wetland,0.666,5
217906524,Unnamed water,water,0.128,5
217920747,Unnamed water,water,0.526,13
217920757,Thamarai Kulam,water,0.36,5
217922857,Unnamed water,water,0.278,5
217926516,Unnamed drain,drain,0.34,3
217926517,Unnamed drain,drain,0.516,3
217926518,Unnamed drain,drain,1.846,14
217928946,Damodaran Perumal Koil Kulam,water,0.201,5
217928947,Valayan Kulam,water,0.22,8
217928948,Agatheeswaran Koil Street Kulam,water,0.38,7
217940545,Unnamed water,water,0.279,7
217940547,Unnamed wetland,wetland,0.353,9
217955850,Unnamed water,water,0.09,9
217955854,Unnamed water,water,0.092,20
218212407,Kalyana Varadaraja Perumal Koil Tank,water,0.127,5
218221719,Bhaskar Colony Park Kulam,water,0.145,5
219560980,Unnamed water,water,0.433,10
231391877,Unnamed water,water,0.213,9
240869135,Unnamed drain,drain,0.814,7
241081875,mariamman temple pond,water,0.178,16
241414216,Unnamed water,water,2.958,41
251883786,Unnamed water,water,0.851,53
251883969,Unnamed water,water,0.289,6
251884153,Unnamed water,water,0.037,9
254987365,Temple pond (Thirumanangeeswarar - Thiruvudai Amman Temple),water,0.176,5
260594167,Unnamed water,water,0.337,12
278769879,Thamarai Kulam,water,0.249,5
282478235,Unnamed water,water,0.352,7
288772390,Azhwancherry Pond,water,0.088,10
290653341,Thanthi Channel,drain,3.429,145
290654695,Chembarampakkam water for irrigation,stream,1.032,18
292025239,Samiyar kulam,water,0.193,5
325449377,Telugu Ganga,canal,21.139,60
328358961,Veerangal Canal,drain,1.658,49
331617990,Unnamed water,water,0.178,5
336289725,VIT pond,water,0.165,25
346285748,Ainsley Canal,drain,1.769,7
346285803,Egankipuram Canal,drain,1.248,15
349399226,Unnamed water,water,0.265,5
349516678,Unnamed water,water,0.23,5
349521476,Unnamed canal,canal,1.932,11
349521477,Unnamed canal,canal,1.623,18
367933784,Unnamed water,water,0.274,15
367941207,Unnamed water,water,0.184,5
369099870,Unnamed water,water,0.645,128
369099873,Unnamed water,water,0.681,21
369100833,Unnamed water,water,0.148,14
369500929,Unnamed water,water,0.592,14
369500930,Unnamed water,water,0.196,17
369500931,Unnamed water,water,0.339,22
369508591,Unnamed water,water,0.187,45
369510710,Unnamed water,water,0.207,5
369514771,Unnamed water,water,0.196,14
369514775,Unnamed water,water,0.197,10
369523051,Unnamed water,water,0.258,33
369617031,Unnamed water,water,0.303,18
369617032,Unnamed water,water,0.269,20
369617033,Unnamed water,water,0.125,7
369625991,New Colony Pond,water,0.208,15
369625993,Naasan Kulam,water,0.283,25
369625994,Kovalan Nagar Lake,water,0.312,32
369629984,Unnamed water,water,0.304,16
369648078,Unnamed water,water,0.038,16
369648083,Unnamed water,water,0.022,16
369648524,Unnamed water,water,0.277,43
369650944,Unnamed water,water,0.238,24
370161230,Unnamed water,water,0.765,82
371679214,Unnamed water,water,0.982,16
371706031,Unnamed water,water,0.181,10
379699515,Unnamed water,water,0.085,13
382881895,Unnamed canal,canal,0.407,2
382881896,Unnamed canal,canal,0.12,2
382881897,Unnamed canal,canal,0.042,2
382881898,Unnamed canal,canal,0.082,2
382881899,Unnamed water,water,1.852,23
382881900,Unnamed canal,canal,2.119,23
382881901,Unnamed water,water,0.712,28
382881902,Unnamed water,water,0.443,6
382881903,Unnamed water,water,0.902,7
382881904,Unnamed canal,canal,0.854,8
382881905,Unnamed canal,canal,0.249,9
383730513,Chembarambakkam Irrigation canal,drain,0.941,26
383730520,Unnamed ditch,ditch,1.589,26
383730523,Unnamed stream,stream,4.56,7
383730524,Unnamed drain,drain,0.442,7
383730644,Unnamed stream,stream,1.175,2
383730645,Unnamed ditch,ditch,0.86,6
383742981,Chembarambakkam irrigation canal,ditch,1.456,174
383742994,Unnamed drain,drain,0.121,4
383742995,Unnamed stream,stream,0.368,15
383742999,Unnamed drain,drain,0.383,15
383754555,Unnamed wetland,wetland,1.137,26
383754556,Unnamed wetland,wetland,1.487,32
383754557,Unnamed wetland,wetland,2.022,40
383754558,Unnamed wetland,wetland,2.272,58
383754559,Chembarampakkam water for irrigation,stream,2.266,31
383833224,Unnamed water,water,1.293,20
383833225,Unnamed wetland,wetland,5.755,64
383833229,Unnamed canal,canal,0.756,24
383838971,Unnamed wetland,wetland,2.806,24
383838974,Thanthi Channel,drain,0.95,38
383841151,Unnamed water,water,0.237,12
383841152,Unnamed water,water,0.246,9
383841156,Unnamed ditch,ditch,2.602,27
383842296,Unnamed water,water,0.252,6
383842297,Unnamed water,water,6.567,104
383842298,Unnamed drain,drain,4.511,43
383851515,Unnamed water,water,3.295,27
383851516,Unnamed water,water,3.46,36
383851518,Unnamed water,water,0.489,5
383851519,Unnamed water,water,5.173,68
383851525,Unnamed drain,drain,0.275,8
383851527,Unnamed stream,stream,0.374,7
383851528,Unnamed drain,drain,0.417,9
383851531,Unnamed stream,stream,3.234,40
383851533,Unnamed stream,stream,1.847,5
383851534,Unnamed stream,stream,2.661,5
383852845,Unnamed water,water,2.904,40
383852846,Adyar River,river,13.089,256
